id_user,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24
4063,2,2,-1,-3,2,3,1,3,2,3,1,2,2,2,3,2,2,2,2,3,1,2,-1,0
7127,-2,1,-2,-1,1,2,1,2,3,-1,3,2,3,2,3,3,0,0,3,0,1,2,2,2
7098,0,1,0,0,0,1,2,1,1,0,0,1,2,2,2,2,0,2,0,0,2,0,0,2
6119,-2,1,-2,2,3,3,2,3,2,3,2,3,2,1,2,2,2,1,2,1,2,2,2,-1
6157,-3,2,-2,-2,2,3,3,3,1,2,3,2,3,2,2,2,-2,1,2,-2,2,2,-1,2
6384,0,0,0,0,2,2,1,1,2,1,2,2,3,0,2,0,0,0,2,0,1,1,1,3
7172,1,3,0,0,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,0,2,2,1,1
5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,-3,-3,-3,-3,3,3,3,0,-3,-3,3,-3,3,3,3,1,0,3,3,3,3,3,3,3
4023,-1,1,1,-1,1,1,-1,2,3,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
3757,1,1,1,1,1,1,1,2,2,1,1,1,-1,0,1,-1,1,-1,1,1,1,2,1,1
7180,-2,2,-2,-1,3,3,2,2,3,-2,2,2,3,2,3,2,3,3,3,-2,2,0,1,0
6125,-1,2,1,2,1,1,-1,1,2,-1,-1,1,1,1,-2,-2,1,1,1,0,1,1,1,-1
7178,-3,2,0,0,2,3,-1,0,2,2,3,-2,2,0,0,2,0,2,3,-2,0,1,2,-1
7177,0,1,0,0,3,2,0,1,2,1,2,3,3,1,2,2,2,3,3,1,2,2,1,2
6074,-2,3,-3,-2,3,3,3,3,3,3,1,3,1,1,-2,1,3,1,3,3,-2,-3,-1,-3
3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,3,1,-1,1,1,2,-1,-1,2,2,-1,2,3,1,2,2,2,1,2,1,-2,-1,-1,-2
7179,-2,2,-2,0,1,2,1,1,3,1,1,2,1,1,-1,1,1,1,2,-3,-1,-1,0,-3
7181,0,3,0,1,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,0,3,3,3,3
3799,1,2,0,2,-2,-2,-2,-2,-2,1,-2,0,-2,-2,-2,-2,-2,2,0,2,-2,-2,-2,-2
2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,3,3,-3,-3,3,3,3,1,3,3,1,3,3,3,3,3,-3,3,3,-3,-3,1,-3,-3
6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,1,3,2,2,3,2,1,2,2,3,3,2,2,3,3,1,3,2,3,1,1,-2,-2,-1
2993,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7133,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7217,-3,-1,-3,-2,2,3,-1,-1,2,1,2,3,2,-1,1,1,1,2,3,1,1,1,-1,1
7137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,2,2,0,0,3,2,-1,2,2,1,2,3,1,2,2,2,2,0,3,2,2,1,-1,-1
7115,-2,1,-3,-3,3,2,1,-1,3,2,3,3,3,1,1,3,2,3,3,1,1,1,3,-2
7114,-1,1,-1,-2,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1
5517,-1,3,-3,2,2,2,0,0,2,2,1,3,3,2,2,2,0,2,2,-3,1,1,2,2
3169,-2,-3,3,3,3,3,1,3,3,3,3,3,3,2,3,-1,3,3,3,3,1,-3,3,-3
7216,-3,1,-3,-2,1,1,1,1,-1,2,1,1,3,1,1,3,1,1,3,2,0,-1,1,-1
7119,-1,1,-3,-3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,-2,2,2,3,2
7116,-1,1,-1,1,2,3,0,2,1,3,3,3,2,1,2,3,3,3,3,2,1,1,1,1
4518,-2,2,1,2,2,2,-1,3,2,1,3,2,3,2,1,2,2,3,3,-2,2,3,2,1
7118,3,3,-3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,-3,3,3,3,2
7196,-3,1,-2,-3,2,3,-1,-1,3,1,0,3,1,2,1,2,3,3,3,1,1,2,2,1
7124,-1,0,-3,-1,2,3,1,2,1,1,1,1,2,1,2,1,3,2,3,0,2,2,1,2
7130,-2,1,-2,-2,2,2,-1,1,3,-2,2,2,2,1,2,2,3,3,3,2,2,0,2,0
7136,-3,3,-3,-2,3,3,3,3,2,1,3,3,3,3,3,3,2,3,3,-1,3,3,3,3
6395,-1,1,-1,2,0,0,-1,0,-1,-1,1,1,3,2,3,0,0,3,2,-1,2,3,1,2
6389,-3,3,-3,-2,2,3,2,0,3,1,-1,3,3,1,3,3,2,3,3,0,-2,-2,-1,-2
7126,-2,0,-2,-1,1,2,-1,1,2,1,1,2,0,-1,0,1,1,2,1,-1,-1,1,-1,1
7123,0,1,1,-1,3,3,1,0,2,2,2,3,3,2,3,2,3,3,2,1,2,2,3,2
7131,-2,2,-2,-2,2,1,2,1,1,2,1,2,2,2,2,3,1,3,1,-2,2,2,2,3
7138,1,2,1,-1,2,1,3,3,1,3,2,3,2,2,2,2,2,2,2,0,2,1,2,-1
4773,-3,2,-3,1,2,1,1,2,2,2,2,2,1,1,2,3,2,3,2,2,1,1,1,0
4194,-2,1,-3,-3,3,3,2,2,3,1,2,2,3,2,2,3,3,1,3,-2,1,2,3,1
4777,-2,1,-2,1,2,2,-1,-1,2,1,2,2,-1,-1,1,2,2,1,2,-1,2,2,2,2
4181,-2,1,0,-1,2,3,-1,1,2,1,1,3,3,2,1,1,3,3,2,1,-1,1,1,1
6059,-2,1,-1,-3,1,1,-1,2,1,1,1,3,1,1,1,1,0,1,1,-1,1,1,1,1
6393,-3,-1,-2,-2,2,2,-2,0,-2,-1,3,1,3,2,2,2,2,2,3,-1,2,2,1,2
7193,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4317,0,0,0,0,0,1,0,0,0,0,0,0,-3,-3,0,-3,0,2,0,0,-3,-3,-1,0
7121,0,1,-3,-1,2,3,1,2,1,2,2,2,3,2,3,0,3,3,2,-1,3,0,0,0
4178,1,1,-3,-1,1,1,0,1,1,0,1,3,3,1,1,1,0,3,3,3,1,1,3,1
7194,0,2,-2,-2,3,3,2,2,3,3,2,3,3,0,2,2,2,3,3,0,2,2,2,2
7132,-3,1,-3,-3,3,3,3,1,3,1,3,2,3,2,3,3,3,3,3,-1,3,3,1,3
7122,-1,1,1,-3,1,3,1,2,3,1,2,2,2,-1,-1,-1,2,3,2,2,-1,-1,-1,-1
6046,-1,1,-1,-1,3,3,1,3,2,1,3,3,3,1,3,1,1,2,2,-1,1,1,1,1
7135,3,3,1,3,3,0,2,2,3,3,3,3,0,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
7128,-2,-1,-2,-2,2,3,1,1,2,-1,1,1,2,2,2,1,1,2,1,-3,1,1,2,1
7195,-2,3,-2,-3,2,2,1,2,3,-1,2,2,2,2,3,3,3,2,3,-2,3,2,2,2
7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
7125,-2,-1,-2,-2,3,2,-1,2,2,1,0,2,3,0,2,1,2,2,2,-2,1,1,-1,-1
7214,-3,3,-2,-2,3,3,2,3,3,1,3,2,3,2,3,3,3,3,3,-1,3,2,2,2
7104,-3,1,-2,-3,3,3,0,3,2,3,3,2,3,1,3,3,0,1,3,2,3,0,2,2
7139,-2,2,-3,-3,2,1,-1,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,3,1
6165,-1,2,-1,1,3,1,-1,2,3,2,3,3,3,2,2,3,3,3,3,2,2,3,1,3
2927,-3,-3,-3,-3,-3,3,-3,-3,-3,-1,-3,-3,3,3,3,3,-3,2,3,-3,3,3,3,3
5664,-2,1,1,-1,2,2,1,1,2,1,1,3,2,2,2,1,-1,2,2,2,1,2,2,2
7187,-1,1,-2,-1,3,3,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2
7176,-1,2,-2,-1,3,2,-1,3,2,2,3,2,2,1,2,2,3,2,3,-1,1,1,2,2
7188,-1,-1,-2,-2,1,1,2,1,2,1,2,2,3,-2,1,1,1,2,3,2,2,2,0,1
7109,1,3,1,-1,3,3,3,3,3,-1,3,3,3,3,3,2,3,3,3,-1,3,3,1,1
7106,-3,1,-3,-3,2,2,-1,2,1,3,1,2,2,2,1,3,2,3,1,-2,-2,2,1,2
6026,-2,2,2,0,2,0,1,2,3,2,0,2,1,0,2,0,0,1,-1,1,-1,1,0,0
7100,0,2,-2,-2,2,2,0,2,2,3,3,2,3,0,3,3,0,0,3,0,2,2,2,1
6615,-3,0,-2,-1,2,1,-1,1,3,1,1,3,1,0,1,2,3,3,3,-1,1,1,1,-1
7185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
7105,-1,3,-1,1,3,3,0,-1,1,-1,3,0,1,1,1,1,3,3,3,1,1,1,1,-1
5998,0,2,1,0,2,3,3,3,3,3,1,3,1,2,2,1,2,1,3,-3,1,1,0,-1
4646,1,3,1,2,3,2,0,0,3,0,0,3,0,0,0,1,0,3,3,3,3,0,3,0
7101,-3,0,-3,2,3,3,3,3,3,1,2,1,3,0,3,0,-1,3,3,3,0,0,0,0
7103,0,2,0,0,2,2,1,2,1,3,2,3,2,1,1,1,3,3,2,1,1,1,1,0
1226,0,1,3,1,1,2,2,1,3,0,1,2,0,0,1,0,2,2,2,2,0,0,0,0
7111,-1,2,2,0,3,2,1,2,3,-1,3,3,3,-1,2,1,2,2,3,1,-1,0,0,-1
7108,3,1,-3,-3,0,3,2,0,1,2,3,3,2,2,3,3,1,3,2,3,3,3,1,3
7107,1,1,1,0,3,3,3,2,3,2,3,3,3,3,1,3,1,1,3,1,1,1,1,1
7212,-2,2,-2,-3,1,3,3,3,3,3,1,3,1,-2,1,0,2,3,-1,0,3,1,0,1
7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7112,1,1,1,1,2,2,2,2,1,1,1,0,2,1,3,3,3,3,3,-1,2,3,1,2
7102,0,2,0,-3,3,3,3,3,2,3,3,2,2,2,3,3,0,1,3,0,2,3,0,0
7171,0,1,-1,0,2,2,1,1,2,2,2,3,0,1,1,0,1,1,1,0,0,1,0,1
