id_user,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24
6808,1,3,-1,1,3,3,2,3,3,3,3,3,2,3,3,1,2,0,3,-3,2,0,0,2
6788,-1,2,-1,2,3,2,2,3,1,2,3,3,3,3,2,3,1,-1,1,1,2,2,2,2
6810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,0,0,0,-3,3,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,3
6803,0,1,-1,-1,2,0,1,2,2,0,0,2,0,0,0,1,2,3,2,0,0,2,0,0
6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,-2,2,-3,0,2,2,2,2,2,2,2,0,2,2,3,3,1,1,2,-1,2,2,2,2
6802,-1,-1,-1,-2,2,3,0,2,2,2,2,1,3,2,2,3,1,1,2,-2,2,1,1,1
6801,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0
6795,-1,1,-1,-1,1,0,0,1,1,1,1,1,2,2,2,1,1,2,2,1,0,0,0,0
6790,1,2,0,-2,3,3,3,3,2,2,3,3,3,2,3,3,0,2,3,-2,3,3,3,2
6787,-3,2,3,-1,3,1,-2,3,-1,-3,3,3,2,1,1,2,-1,2,2,-2,3,0,2,3
6797,-2,2,-2,0,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,-1,2,0,1,0
6793,-1,2,-3,0,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,1,2,0,1,-1
6799,0,0,-1,-1,1,1,0,2,2,1,1,1,1,0,1,0,2,2,3,0,2,1,2,0
6792,-1,2,0,-2,2,2,2,2,2,3,2,3,2,2,1,2,0,1,2,-2,3,0,2,1
6708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,-1,1,-2,-1,2,3,3,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2
6712,-1,2,-1,0,3,3,3,3,2,3,3,1,2,1,2,2,1,1,3,-1,1,2,1,1
6794,-2,0,-1,0,2,2,0,1,1,1,2,1,3,1,2,2,3,2,2,1,3,2,2,1
6800,-1,3,-1,-3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,3,2,3,3,3,3
6791,0,0,-3,0,3,3,3,3,2,3,3,3,2,0,3,1,3,2,3,-3,3,2,2,0
6796,-3,3,0,1,3,3,3,3,3,2,2,2,2,-1,2,2,1,1,1,2,-1,-1,-2,-1
6789,3,3,3,3,2,-1,1,3,3,-1,1,3,3,0,1,2,-1,0,3,-1,2,1,3,1
6786,1,2,-1,-2,2,2,1,2,3,2,1,2,2,1,1,2,1,3,3,-2,1,1,2,1
6785,1,3,0,-2,2,2,2,3,1,2,2,2,3,2,2,3,2,0,3,-1,2,2,3,1
6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6784,0,2,1,1,2,2,0,1,2,2,2,2,1,1,2,2,1,2,2,0,2,1,2,1
6774,-1,3,-2,-3,2,2,-1,0,3,2,2,1,3,3,3,1,3,3,3,0,3,3,0,3
6773,-1,1,-1,0,1,-1,-2,-1,-1,1,1,2,1,-1,0,2,-1,1,2,1,1,-1,1,-2
6766,-1,3,-2,0,3,-1,2,2,3,3,1,2,3,2,2,2,-2,1,2,-2,3,2,3,1
6758,-2,2,-2,-2,1,2,2,0,2,2,2,2,2,0,2,3,2,3,3,-1,2,0,2,2
6757,-2,2,2,-3,2,-1,1,1,3,1,-1,3,3,2,1,2,-2,-1,3,2,1,3,0,2
6756,3,3,1,0,3,3,1,3,3,3,2,2,1,3,1,2,1,3,3,-2,1,1,0,1
6755,0,2,-1,1,2,1,2,1,1,1,1,1,2,1,1,2,0,1,3,1,2,1,2,1
6754,-3,1,-1,-3,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,-2,3,2,2,2
6753,0,2,-1,0,3,3,1,0,3,1,1,3,1,2,1,1,0,1,3,0,2,1,2,3
6752,1,2,0,-2,2,3,2,3,2,3,3,3,2,1,2,1,1,1,2,-3,0,1,1,1
6751,0,3,-2,1,3,3,3,1,3,2,3,3,3,3,3,3,1,2,3,-2,1,3,1,2
5021,-2,0,-2,0,1,1,1,2,2,2,1,-1,3,2,1,2,2,3,3,1,-2,-1,1,-1
6736,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,3,3,3,3,0,0,0,0
6749,0,3,1,2,2,2,-1,2,3,2,3,3,3,3,3,3,3,3,2,-1,2,2,1,2
6748,1,1,-1,-1,3,1,-1,2,2,2,2,3,2,2,3,2,3,3,2,1,2,3,3,2
6747,-2,3,-2,2,3,3,3,3,1,2,3,3,3,2,3,3,2,2,2,-2,2,2,3,2
6746,-2,1,-2,-1,2,3,2,3,3,2,2,2,3,3,2,2,1,2,2,-2,2,2,2,1
6745,3,0,-2,0,-1,0,-2,2,2,2,-1,-1,1,1,2,2,0,-1,1,-1,3,1,0,0
6744,1,3,1,1,3,0,-1,3,1,3,3,3,3,1,3,1,0,3,3,-2,3,1,3,2
6743,0,2,-1,-1,1,1,1,2,2,1,2,0,1,1,2,1,2,0,1,0,0,0,0,0
6742,-1,1,-1,-3,3,3,3,2,2,3,3,2,3,1,3,3,-2,0,1,-2,2,2,1,1
6741,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,-2,-3,-2,-3
6740,1,2,-1,-1,2,1,2,3,1,0,1,3,2,1,2,1,1,3,2,1,-1,-1,1,-1
6739,-2,0,-2,-3,2,3,3,2,1,1,2,1,2,2,1,2,0,1,2,-3,2,2,0,2
6725,-1,2,1,1,3,3,3,3,3,3,3,3,2,0,2,2,3,3,3,1,1,1,2,0
6737,-2,2,-3,-3,3,3,3,3,2,2,3,3,3,2,2,2,0,2,2,-2,1,3,2,0
6734,-2,1,-2,-2,3,3,1,3,3,2,3,3,3,1,3,1,1,1,3,1,1,2,1,1
6733,-2,-1,-3,-1,3,3,3,3,1,2,1,3,2,2,2,3,3,3,3,-3,2,0,2,0
6732,0,1,-2,-1,2,3,3,2,2,1,2,2,3,2,3,2,2,2,2,-2,2,2,2,2
6711,2,2,0,0,2,0,0,3,3,3,3,3,2,-1,2,2,2,0,3,0,3,2,2,1
6731,-3,2,-3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6730,-2,2,-2,-2,1,2,0,1,1,-1,1,2,3,1,1,2,1,1,2,1,2,1,2,-1
6729,-3,1,0,-3,2,-2,0,3,1,1,2,3,3,-1,1,2,3,3,2,-3,3,2,0,1
6728,-2,3,-2,-1,3,2,3,1,1,3,3,1,3,1,3,3,0,2,2,-3,3,3,2,3
6727,-3,1,1,-1,3,3,3,2,3,3,3,3,3,2,3,3,1,1,1,-2,3,3,3,3
6726,1,3,-2,-3,3,1,2,1,1,3,3,1,3,3,0,3,0,3,3,-1,2,2,3,2
6724,-1,3,3,2,2,3,-2,2,2,3,3,3,3,2,2,3,2,1,2,1,1,2,2,-1
6716,1,1,-2,-1,1,2,1,2,2,2,2,2,2,0,1,2,1,3,3,0,3,2,2,2
6723,3,2,1,1,3,3,3,3,-2,2,3,3,3,2,3,3,3,3,3,-1,3,2,3,2
6720,-3,-1,-2,0,3,1,2,3,1,1,2,1,2,1,2,2,1,1,2,-1,1,2,2,-1
6721,-2,3,0,0,3,2,0,3,2,2,1,1,1,2,2,1,2,1,2,2,0,0,0,0
6722,0,3,0,0,3,2,0,3,3,3,2,3,0,0,0,0,3,2,3,0,-2,-2,0,-3
6719,-3,3,3,-1,3,-1,3,2,2,2,3,3,3,1,3,3,0,3,0,3,1,1,1,1
6718,1,1,-2,-2,1,0,-1,-1,2,-1,1,2,2,2,0,1,0,2,2,-1,2,0,2,1
6717,-2,1,-3,-2,3,2,3,1,0,1,3,0,2,2,3,1,1,1,2,0,2,2,2,2
6714,-1,2,0,-1,3,3,2,3,3,3,3,3,2,-2,3,1,1,3,3,1,-2,0,2,0
6715,-1,1,0,0,1,2,0,1,2,0,1,3,1,0,0,1,1,2,0,1,1,1,1,1
6713,-3,3,0,-1,3,3,2,3,2,3,3,2,3,0,3,3,-1,-1,1,-2,2,2,2,2
6710,-3,1,-2,-1,2,-1,-1,3,2,3,2,2,3,2,3,2,2,2,3,-1,1,1,1,1
6709,-3,2,-3,-2,3,2,2,3,1,1,3,1,3,2,3,3,0,0,1,-3,1,3,3,2
6707,0,0,-2,-3,3,3,3,0,3,0,3,3,0,0,3,3,0,0,3,1,1,0,0,0
6706,-1,2,0,-1,3,3,2,3,1,1,2,1,2,2,2,2,3,2,2,-2,2,2,2,2
6705,0,1,0,-1,2,2,-1,2,0,3,3,1,3,3,1,0,3,3,2,1,0,1,2,0
6702,3,3,-1,1,3,3,3,3,3,3,3,3,2,2,-1,3,3,3,3,-2,3,2,2,-1
6703,0,1,1,-2,2,1,1,2,2,1,2,3,2,1,2,2,1,2,2,1,2,2,2,2
3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6697,2,1,0,-1,2,2,-1,2,2,2,2,2,2,1,2,2,1,2,3,1,2,2,2,1
1799,-1,1,0,1,1,1,1,1,1,-1,1,-1,2,1,1,2,-1,-1,-1,1,1,2,-1,1
6677,-3,2,-3,-3,3,1,1,2,2,1,2,2,3,1,2,3,1,3,3,-2,2,1,2,1
6691,-2,3,-3,-2,2,3,-1,3,2,2,2,3,1,1,1,1,3,3,2,-2,1,1,3,0
6690,0,2,0,0,2,2,0,1,2,1,2,-1,0,0,2,2,1,-1,3,2,2,2,2,2
6381,-1,2,0,0,2,2,2,1,2,1,3,3,1,1,2,1,1,2,2,1,1,1,-1,1
4029,-2,2,-2,0,3,0,1,3,1,3,3,2,3,0,3,2,-2,1,0,-1,3,2,0,1
6676,-2,-1,-1,-2,3,0,1,2,2,2,2,2,3,-2,2,0,1,2,3,-2,2,3,2,2
6675,-3,1,-3,-3,2,3,3,3,2,-2,3,3,3,2,3,3,-2,-1,3,-3,3,3,3,3
5981,-2,0,-3,-2,3,2,-3,0,3,-1,1,3,3,-1,2,2,2,0,3,-1,2,3,2,-1
6674,1,2,-3,3,2,3,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2
6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,0,1,1,-2,3,1,-2,3,3,-1,-1,2,3,-1,1,2,3,1,2,-2,0,0,-2,-2
6593,-1,1,-3,-1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,0,1,0,1,0
5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,-3,3,-3,-3,3,3,-1,3,1,3,3,1,3,3,3,3,1,3,3,0,3,3,3,3
1150,-1,1,0,-2,0,3,3,0,1,0,1,1,3,-1,-1,1,-1,-1,2,-1,0,-1,-1,-2
6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6522,-1,0,-1,-2,3,3,0,3,3,0,3,3,3,0,3,2,3,3,3,-2,3,3,3,0
6612,-3,1,-2,-1,3,2,2,-1,1,2,3,2,3,2,0,2,2,2,3,-3,3,2,2,2
6497,-3,1,-3,-1,2,1,1,3,1,2,1,3,1,1,3,1,1,3,1,-2,2,1,2,2
5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,-2,1,-2,-1,3,-1,-2,3,3,3,3,3,3,-2,3,3,3,-1,3,-2,3,3,3,3
6613,0,0,0,0,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,1,2,2,2,1
5308,3,2,3,3,1,2,1,0,2,2,2,3,2,2,2,2,2,3,3,3,2,1,2,2
5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6610,3,0,1,0,3,3,3,3,3,3,2,2,1,1,2,2,3,2,2,1,0,0,2,0
5835,-2,2,1,1,3,3,1,2,2,2,2,3,3,1,3,3,3,3,3,2,2,2,1,2
6607,-2,2,1,-2,2,3,3,2,2,1,2,3,3,1,2,2,1,1,1,-1,1,1,1,1
6511,-2,1,-3,-2,3,3,2,3,2,2,2,3,3,2,2,2,3,2,2,-1,2,2,2,0
6606,0,-2,-3,-2,3,0,3,2,0,3,3,-1,2,2,2,0,-2,2,3,3,0,-1,0,-2
2452,-3,3,-3,-3,3,3,2,2,2,1,3,3,3,2,3,2,1,2,3,3,3,3,3,1
6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,0,3,-2,0,0,0,-1,0,3,3,0,3,1,-1,0,3,2,2,0,1,2,2,0,0
6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6601,1,1,0,0,3,3,1,3,3,2,1,3,1,1,2,0,0,0,2,-1,-1,-1,-1,0
5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6598,-2,3,1,-2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,-2,3,-2,1,2,2,2,1,2,3,1,2,2,2,2,2,2,3,3,-2,1,0,2,1
6597,0,2,-2,-2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,0
6409,-1,1,-2,0,2,3,2,1,2,3,1,3,2,1,2,2,0,0,2,0,0,-1,0,-1
5138,-1,0,1,0,1,1,-1,1,2,3,1,3,2,-1,1,1,1,3,3,3,1,0,-1,0
6596,2,2,0,1,3,2,1,3,3,2,2,3,2,2,2,1,1,1,3,1,2,2,2,2
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0
6595,1,1,-3,-2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,-2,3,2,2,2
6592,0,1,-3,0,3,3,3,1,1,-1,0,0,0,0,0,1,3,3,3,3,0,0,1,0
6594,1,3,2,0,2,0,-1,-1,0,-2,3,3,2,2,2,2,3,3,3,1,0,3,0,-1
4992,-2,0,-1,1,-1,2,1,1,1,1,-1,1,1,-1,1,1,1,1,2,1,-1,-1,-1,-1
6475,0,1,1,1,2,2,2,1,3,3,2,3,2,1,2,1,1,2,2,0,2,1,2,1
6591,-2,1,-3,-3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,-2,3,3,3,3
6386,-1,3,-3,0,3,3,3,3,3,1,0,3,3,3,3,3,1,1,3,-3,-1,0,-1,-1
5884,-2,3,0,2,0,0,1,2,2,1,2,3,1,2,2,1,0,1,2,2,0,-1,-1,-1
6590,-3,1,-3,1,1,2,2,3,-2,1,2,3,3,2,3,2,2,3,3,-3,1,3,1,2
5363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,0,1,-1,-3,2,3,3,3,3,3,2,3,3,3,2,2,3,1,3,-3,1,1,1,1
6588,-3,3,-2,-2,3,3,2,1,3,3,3,3,3,2,3,3,1,2,3,-2,3,3,3,1
6403,2,2,-3,-2,3,3,-1,3,2,2,1,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1
6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,-1,2,-2,-2,2,2,2,2,2,-1,2,2,2,2,2,3,2,2,2,-2,2,2,2,-1
6587,-3,1,-3,2,3,3,1,3,2,2,1,2,2,1,2,2,0,0,3,-3,2,2,1,-1
6586,1,1,-2,-1,2,2,1,2,2,-1,1,2,2,0,0,2,1,1,2,1,2,0,0,-1
6584,-2,1,-2,0,2,2,2,2,2,3,3,0,3,1,1,2,2,3,3,-1,2,2,2,3
6583,-3,2,0,-2,2,2,1,3,3,1,2,2,3,3,3,3,2,2,3,-1,3,3,3,2
6581,-3,2,-2,-2,2,2,-2,3,2,1,2,3,2,-1,0,2,-1,-1,3,-3,3,1,2,0
6568,-2,2,0,-1,3,3,1,3,1,2,3,3,2,1,3,2,1,1,1,0,0,1,1,1
6580,-3,2,-3,-2,3,1,1,2,3,3,1,3,3,1,2,3,-2,3,3,-1,1,2,2,1
6579,-3,0,-3,-3,2,3,-2,1,2,0,1,2,3,2,3,3,0,0,2,-1,3,3,2,3
6577,-3,0,-3,-3,2,2,3,3,3,3,2,2,1,2,3,2,-3,3,3,-3,3,3,-3,3
6578,-2,2,-1,-2,2,1,-1,2,2,3,2,2,2,1,1,2,3,3,2,-1,1,1,1,2
6575,-2,1,-1,-1,3,3,2,2,3,2,2,3,3,1,2,2,2,2,3,-1,2,1,1,1
6566,-2,1,-2,-3,1,3,0,2,2,1,1,2,2,2,2,2,2,1,3,0,2,1,3,2
6571,-2,2,-2,-2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,-1,2,2,2,1
6572,0,2,-2,-2,2,3,3,3,3,3,2,3,0,2,3,1,2,3,2,2,2,2,3,2
6574,0,2,0,0,2,1,-1,2,2,3,3,3,2,3,3,1,1,1,1,-1,3,1,3,2
6573,1,3,-1,2,3,1,1,3,3,3,1,3,3,1,2,1,3,3,3,0,1,2,1,1
6570,-3,1,-1,0,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,0,2,2,2,2
6565,-3,1,-1,-2,2,2,3,2,2,2,2,1,2,2,2,2,0,2,2,-1,1,2,3,1
6569,0,1,0,-1,3,3,3,3,3,1,2,3,3,0,2,3,0,0,1,0,1,1,3,1
6567,-2,0,-2,-2,3,3,2,3,3,1,3,3,3,1,2,2,2,1,3,-2,2,2,1,2
6147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6564,2,2,-2,-2,3,3,1,3,3,3,3,3,3,3,3,0,3,3,3,1,1,2,2,2
6345,-3,3,-3,-2,3,3,2,1,3,0,1,3,3,2,3,2,1,1,3,-1,1,1,1,1
6004,-3,1,-3,-3,0,2,-1,0,2,1,2,2,2,1,0,3,-2,0,-3,-3,1,1,0,1
3650,-3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,3,0,-3,0,0,-3
6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
