id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,ML,A1,A2,A3,A4,A5,A6,A7,A8,MA
4843,10.0,10.0,10.0,10.0,7.5,10.0,7.5,10.0,0.0,10.0,10.0,10.0,0.0,9.2,0.0,7.61,0.0,10.0,10.0,10.0,10.0,6.7,6.7,0.0,6.68
4751,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,3.3,10.0,10.0,10.0,0.8,9.2,0.0,7.89,3.3,10.0,8.9,10.0,10.0,10.0,6.7,0.0,7.36
4620,10.0,10.0,5.8,10.0,10.0,2.5,0.0,10.0,8.9,4.2,0.0,1.7,0.0,2.5,0.0,5.04,0.0,0.0,0.8,2.9,10.0,0.4,0.0,0.0,1.76
4754,10.0,0.0,3.3,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4750,10.0,10.0,10.0,9.4,3.8,10.0,0.0,10.0,0.0,5.8,0.0,10.0,0.8,9.2,0.0,5.93,10.0,10.0,8.9,10.0,0.0,10.0,10.0,0.0,7.36
4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
1168,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4887,0.6,8.2,6.7,4.2,8.8,10.0,7.5,0.0,0.0,0.0,0.0,10.0,0.0,9.2,0.0,4.35,10.0,10.0,6.7,3.3,10.0,6.7,6.7,6.7,7.51
4858,10.0,10.0,9.2,10.0,10.0,4.2,0.0,7.5,0.0,9.2,10.0,0.0,0.0,0.0,0.0,5.34,10.0,10.0,0.0,10.0,6.7,10.0,0.0,6.7,6.68
4765,10.0,10.0,10.0,9.2,10.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.95,10.0,10.0,6.7,6.7,10.0,10.0,3.3,4.4,7.64
3281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4859,10.0,10.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4850,10.0,10.0,8.3,10.0,10.0,10.0,6.3,10.0,3.3,10.0,10.0,10.0,0.8,9.2,0.0,7.86,3.3,5.0,6.7,0.0,6.7,7.8,6.7,4.4,5.08
2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4770,10.0,10.0,10.0,10.0,10.0,10.0,6.3,10.0,0.0,10.0,10.0,10.0,0.8,9.2,0.0,7.75,10.0,10.0,6.7,6.7,10.0,10.0,6.7,0.0,7.51
4749,10.0,10.0,9.2,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,9.2,0.0,7.23,10.0,10.0,10.0,10.0,10.0,6.7,6.7,0.0,7.93
4766,10.0,10.0,1.7,10.0,0.0,10.0,7.5,3.9,3.3,9.2,10.0,10.0,0.0,9.2,0.0,6.32,10.0,10.0,10.0,10.0,10.0,10.0,3.3,0.0,7.91
1950,10.0,10.0,9.2,10.0,5.0,8.3,0.0,6.7,0.0,9.2,10.0,10.0,0.0,9.2,0.0,6.51,10.0,10.0,7.8,10.0,10.0,10.0,3.3,0.0,7.64
4774,10.0,10.0,8.3,2.5,7.5,4.2,0.0,10.0,0.0,8.3,0.0,10.0,0.0,9.2,0.0,5.33,10.0,10.0,6.7,10.0,0.0,10.0,10.0,0.0,7.09
4757,5.0,10.0,5.8,9.2,7.5,10.0,2.5,0.0,0.0,10.0,8.8,0.0,0.0,7.8,0.0,5.11,0.0,10.0,0.0,0.0,3.3,0.0,0.0,0.0,1.66
4760,5.0,6.4,0.0,3.3,0.0,10.0,6.3,10.0,0.0,9.2,10.0,10.0,1.1,9.2,0.0,5.37,0.0,5.0,3.3,6.7,6.7,6.7,6.7,3.3,4.80
4860,10.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2087,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.2,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.34
4848,0.0,10.0,10.0,9.2,10.0,10.0,7.5,10.0,0.0,10.0,10.0,10.0,0.0,7.5,0.0,6.95,0.0,5.0,3.3,10.0,10.0,6.7,6.7,6.7,6.05
4767,5.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,0.0,10.0,10.0,10.0,0.8,9.2,0.0,7.33,0.0,10.0,5.6,6.7,10.0,10.0,6.7,0.0,6.13
4768,10.0,10.0,10.0,10.0,10.0,10.0,6.3,5.7,0.0,9.4,10.0,10.0,0.6,9.2,0.0,7.41,10.0,10.0,2.2,6.7,6.7,10.0,3.3,10.0,7.36
4761,10.0,10.0,10.0,10.0,10.0,10.0,6.3,10.0,4.4,10.0,10.0,10.0,1.4,9.2,0.0,8.09,10.0,10.0,6.7,10.0,10.0,10.0,0.0,0.0,7.09
4753,10.0,10.0,10.0,10.0,10.0,0.0,0.0,7.5,0.0,0.0,0.0,10.0,0.0,9.2,0.0,5.11,0.0,10.0,0.0,10.0,3.3,10.0,6.7,4.4,5.55
4845,0.0,10.0,8.3,9.2,10.0,9.2,0.0,6.7,0.0,9.2,10.0,10.0,0.8,6.7,0.0,6.01,6.7,5.0,0.0,3.3,10.0,6.7,6.7,6.7,5.64
4849,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,4.4,9.2,10.0,10.0,0.8,9.2,0.0,8.07,10.0,10.0,10.0,10.0,10.0,6.7,3.3,0.0,7.50
4771,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,3.3,0.0,0.0,8.3,0.0,0.0,0.0,4.77,10.0,0.0,3.3,10.0,10.0,10.0,10.0,0.0,6.66
4776,10.0,10.0,10.0,6.7,5.0,1.7,0.0,10.0,0.0,0.0,0.0,10.0,0.0,9.2,0.0,4.84,0.0,0.0,10.0,6.7,10.0,8.9,3.3,6.7,5.70
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4480,10.0,10.0,6.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
