id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,ML,A1,A2,A3,A4,A5,A6,A7,A8,MA
7573,9.7,8.3,0.0,10.0,0.0,5.7,0.0,2.5,8.9,10.0,0.0,7.0,0.0,9.0,0.0,7.50,10.0,10.0,3.3,3.3,10.0,3.3,3.3,6.7,5.61
7576,10.0,10.0,10.0,10.0,10.0,4.7,8.8,9.2,6.7,10.0,2.5,3.0,0.0,5.0,0.0,7.41,10.0,10.0,0.0,10.0,10.0,6.7,0.0,0.0,5.63
7581,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
6338,10.0,10.0,10.0,4.6,0.0,9.3,1.3,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.27,10.0,0.0,10.0,0.0,3.3,0.0,0.0,0.0,2.49
5824,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.8,10.0,10.0,10.0,5.4,10.00,10.0,10.0,6.7,6.7,6.7,6.7,3.3,6.7,6.48
7580,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,9.38
4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
7670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
5628,10.0,10.0,7.3,8.5,0.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,5.0,9.79,10.0,10.0,6.7,3.3,10.0,10.0,0.0,3.3,6.46
6483,10.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.84
7577,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.00,10.0,10.0,3.3,0.0,10.0,10.0,6.7,6.7,7.09
7095,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
3361,9.4,10.0,9.1,10.0,10.0,5.0,0.0,10.0,8.9,10.0,0.0,10.0,8.3,8.0,6.3,9.00,10.0,10.0,0.0,0.0,10.0,6.7,3.3,6.7,5.42
1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
6555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
