id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,ML,A1,A2,A3,A4,A5,A6,A7,A8,MA
6769,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
7607,10.0,10.0,0.0,10.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
7628,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,5.6,10.0,3.8,10.0,8.3,9.0,6.3,9.86,6.7,10.0,3.3,3.3,6.7,3.3,3.3,10.0,4.99
7603,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,2.0,0.0,7.0,0.0,6.7,0.0,7.96,10.0,10.0,10.0,3.3,6.7,0.0,0.0,10.0,4.79
7612,10.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
7606,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,0.0,10.0,0.0,10.0,3.3,10.0,1.3,10.00,10.0,10.0,3.3,6.7,6.7,6.7,6.7,10.0,6.89
7237,10.0,10.0,10.0,10.0,7.1,10.0,7.5,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.3,10.00,10.0,10.0,7.8,0.0,10.0,0.0,0.0,0.0,4.10
7610,10.0,10.0,0.9,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.63
7625,10.0,8.3,0.0,10.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.47,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.63
4491,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
4226,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,8.0,0.0,5.0,0.0,9.00,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,3.13
7601,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.6,10.0,0.0,8.0,0.0,7.0,1.3,9.29,10.0,10.0,10.0,10.0,10.0,10.0,6.7,0.0,8.76
7626,10.0,10.0,10.0,10.0,10.0,10.0,1.3,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.00,10.0,10.0,10.0,10.0,10.0,10.0,3.3,0.0,8.12
7602,10.0,10.0,10.0,8.5,0.0,10.0,0.0,10.0,0.0,2.0,0.0,10.0,0.0,6.7,0.0,8.17,10.0,10.0,10.0,10.0,6.7,10.0,10.0,0.0,8.76
4483,10.0,7.5,0.0,2.3,0.0,2.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
7629,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
4201,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.00,10.0,10.0,0.0,6.7,6.7,3.3,6.7,10.0,5.84
6448,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.3,10.00,10.0,10.0,10.0,1.1,0.0,0.0,0.0,10.0,3.26
7605,10.0,10.0,9.1,10.0,10.0,10.0,6.3,10.0,0.0,10.0,0.0,10.0,3.9,10.0,1.3,10.00,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,9.38
